"Park_code","Site_code","Site_status","Stratum_code","Stratum_label","Panel_type","Panel_name","GRTS_order","Slope_class","Substratum","Evaluation_code","Evaluation_notes","UTME_public","UTMN_public","Public_offset","UTME_best","UTMN_best","Datum","Zone","Elevation_m","Slope_deg","Aspect_deg","Target_UTME","Target_UTMN","Target_datum","Site_established_date","Site_discontinued_date","Site_notes"
"NOCA","1184","Proposed","2","Medium","Oversample",,184,,,,,663443,5370111,"Actual",,,,10,,,,663443,5370111,"NAD83","","",
"NOCA","1185","Proposed","2","Medium","Oversample",,185,,,,,627246,5416387,"Actual",,,,10,,,,627246,5416387,"NAD83","","",
"NOCA","1186","Proposed","3","Low","Oversample",,186,,,,,644920,5410696,"Actual",,,,10,,,,644920,5410696,"NAD83","","",
"NOCA","1187","Proposed","3","Low","Oversample",,187,,,,,659939,5360485,"Actual",,,,10,,,,659939,5360485,"NAD83","","",
"NOCA","1188","Proposed","3","Low","Oversample",,188,,,,,674455,5352426,"Actual",,,,10,,,,674455,5352426,"NAD83","","",
"NOCA","1189","Proposed","3","Low","Oversample",,189,,,,,639545,5395115,"Actual",,,,10,,,,639545,5395115,"NAD83","","",
"NOCA","1190","Proposed","1","High","Oversample",,190,,,,,615633,5423250,"Actual",,,,10,,,,615633,5423250,"NAD83","","",
"NOCA","1191","Proposed","2","Medium","Oversample",,191,,,,,657430,5366550,"Actual",,,,10,,,,657430,5366550,"NAD83","","",
"NOCA","1192","Proposed","1","High","Oversample",,192,,,,,677309,5359565,"Actual",,,,10,,,,677309,5359565,"NAD83","","",
"NOCA","1193","Proposed","3","Low","Oversample",,193,,,,,623067,5388525,"Actual",,,,10,,,,623067,5388525,"NAD83","","",
"NOCA","1194","Proposed","3","Low","Oversample",,194,,,,,635383,5407761,"Actual",,,,10,,,,635383,5407761,"NAD83","","",
"NOCA","1195","Proposed","2","Medium","Oversample",,195,,,,,647513,5422601,"Actual",,,,10,,,,647513,5422601,"NAD83","","",
"NOCA","1196","Proposed","3","Low","Oversample",,196,,,,,670873,5357521,"Actual",,,,10,,,,670873,5357521,"NAD83","","",
"NOCA","1197","Proposed","1","High","Oversample",,197,,,,,610140,5416987,"Actual",,,,10,,,,610140,5416987,"NAD83","","",
"NOCA","1198","Proposed","2","Medium","Oversample",,198,,,,,645135,5398710,"Actual",,,,10,,,,645135,5398710,"NAD83","","",
"NOCA","1199","Proposed","1","High","Oversample",,199,,,,,642781,5371157,"Actual",,,,10,,,,642781,5371157,"NAD83","","",
"NOCA","1200","Proposed","1","High","Oversample",,200,,,,,666845,5365500,"Actual",,,,10,,,,666845,5365500,"NAD83","","",
"NOCA","1201","Proposed","3","Low","Oversample",,201,,,,,628709,5392023,"Actual",,,,10,,,,628709,5392023,"NAD83","","",
"NOCA","1202","Proposed","3","Low","Oversample",,202,,,,,645269,5415648,"Actual",,,,10,,,,645269,5415648,"NAD83","","",
"NOCA","1203","Proposed","3","Low","Oversample",,203,,,,,659944,5362235,"Actual",,,,10,,,,659944,5362235,"NAD83","","",
"NOCA","1204","Proposed","2","Medium","Oversample",,204,,,,,676494,5353246,"Actual",,,,10,,,,676494,5353246,"NAD83","","",
"NOCA","1205","Proposed","2","Medium","Oversample",,205,,,,,643144,5392345,"Actual",,,,10,,,,643144,5392345,"NAD83","","",
"NOCA","1206","Proposed","2","Medium","Oversample",,206,,,,,618156,5424837,"Actual",,,,10,,,,618156,5424837,"NAD83","","",
"NOCA","1207","Proposed","1","High","Oversample",,207,,,,,655934,5368924,"Actual",,,,10,,,,655934,5368924,"NAD83","","",
"NOCA","1208","Proposed","1","High","Oversample",,208,,,,,672434,5364785,"Actual",,,,10,,,,672434,5364785,"NAD83","","",
"NOCA","1209","Proposed","2","Medium","Oversample",,209,,,,,623199,5390539,"Actual",,,,10,,,,623199,5390539,"NAD83","","",
"NOCA","1210","Proposed","1","High","Oversample",,210,,,,,640156,5400399,"Actual",,,,10,,,,640156,5400399,"NAD83","","",
"NOCA","1211","Proposed","2","Medium","Oversample",,211,,,,,649949,5382074,"Actual",,,,10,,,,649949,5382074,"NAD83","","",
"NOCA","1212","Proposed","2","Medium","Oversample",,212,,,,,670895,5358636,"Actual",,,,10,,,,670895,5358636,"NAD83","","",
"NOCA","1213","Proposed","2","Medium","Oversample",,213,,,,,616323,5415736,"Actual",,,,10,,,,616323,5415736,"NAD83","","",
"NOCA","1214","Proposed","3","Low","Oversample",,214,,,,,648826,5396891,"Actual",,,,10,,,,648826,5396891,"NAD83","","",
"NOCA","1215","Proposed","1","High","Oversample",,215,,,,,643847,5370354,"Actual",,,,10,,,,643847,5370354,"NAD83","","",
"NOCA","1216","Proposed","2","Medium","Oversample",,216,,,,,669102,5370648,"Actual",,,,10,,,,669102,5370648,"NAD83","","",
"NOCA","1217","Proposed","2","Medium","Oversample",,217,,,,,648039,5377615,"Actual",,,,10,,,,648039,5377615,"NAD83","","",
"NOCA","1218","Proposed","1","High","Oversample",,218,,,,,613346,5418980,"Actual",,,,10,,,,613346,5418980,"NAD83","","",
"NOCA","1219","Proposed","2","Medium","Oversample",,219,,,,,654535,5367014,"Actual",,,,10,,,,654535,5367014,"NAD83","","",
"NOCA","1220","Proposed","1","High","Oversample",,220,,,,,677894,5354507,"Actual",,,,10,,,,677894,5354507,"NAD83","","",
"NOCA","1221","Proposed","3","Low","Oversample",,221,,,,,636044,5398210,"Actual",,,,10,,,,636044,5398210,"NAD83","","",
"NOCA","1222","Proposed","3","Low","Oversample",,222,,,,,635641,5420362,"Actual",,,,10,,,,635641,5420362,"NAD83","","",
"NOCA","1223","Proposed","3","Low","Oversample",,223,,,,,661142,5360694,"Actual",,,,10,,,,661142,5360694,"NAD83","","",
"NOCA","1224","Proposed","1","High","Oversample",,224,,,,,672666,5366354,"Actual",,,,10,,,,672666,5366354,"NAD83","","",
"NOCA","1225","Proposed","3","Low","Oversample",,225,,,,,627575,5391830,"Actual",,,,10,,,,627575,5391830,"NAD83","","",
"NOCA","1226","Proposed","3","Low","Oversample",,226,,,,,643531,5400742,"Actual",,,,10,,,,643531,5400742,"NAD83","","",
"NOCA","1227","Proposed","1","High","Oversample",,227,,,,,657721,5381669,"Actual",,,,10,,,,657721,5381669,"NAD83","","",
"NOCA","1228","Proposed","1","High","Oversample",,228,,,,,662315,5363468,"Actual",,,,10,,,,662315,5363468,"NAD83","","",
"NOCA","1229","Proposed","1","High","Oversample",,229,,,,,620054,5414899,"Actual",,,,10,,,,620054,5414899,"NAD83","","",
"NOCA","1230","Proposed","2","Medium","Oversample",,230,,,,,646158,5402205,"Actual",,,,10,,,,646158,5402205,"NAD83","","",
"NOCA","1231","Proposed","2","Medium","Oversample",,231,,,,,645059,5370013,"Actual",,,,10,,,,645059,5370013,"NAD83","","",
"NOCA","1232","Proposed","1","High","Oversample",,232,,,,,670138,5371874,"Actual",,,,10,,,,670138,5371874,"NAD83","","",
"NOCA","1233","Proposed","3","Low","Oversample",,233,,,,,643605,5385880,"Actual",,,,10,,,,643605,5385880,"NAD83","","",
"NOCA","1234","Proposed","2","Medium","Oversample",,234,,,,,616254,5420028,"Actual",,,,10,,,,616254,5420028,"NAD83","","",
"NOCA","1235","Proposed","2","Medium","Oversample",,235,,,,,652895,5369807,"Actual",,,,10,,,,652895,5369807,"NAD83","","",
"NOCA","1236","Proposed","1","High","Oversample",,236,,,,,678680,5357739,"Actual",,,,10,,,,678680,5357739,"NAD83","","",
"NOCA","1237","Proposed","2","Medium","Oversample",,237,,,,,636934,5398956,"Actual",,,,10,,,,636934,5398956,"NAD83","","",
"NOCA","1238","Proposed","2","Medium","Oversample",,238,,,,,642865,5424292,"Actual",,,,10,,,,642865,5424292,"NAD83","","",
"NOCA","1239","Proposed","3","Low","Oversample",,239,,,,,664293,5360427,"Actual",,,,10,,,,664293,5360427,"NAD83","","",
"NOCA","1240","Proposed","1","High","Oversample",,240,,,,,674202,5371316,"Actual",,,,10,,,,674202,5371316,"NAD83","","",
"OLYM","3001","Active","3","Low","Annual","1",1,,,,,380368,5305341,"Actual",380367.53,5305340.61,"NAD83",10,80.00,2.00,270.00,380370,5305340,"NAD83","","",
"OLYM","3002","Proposed","3","Low","Oversample",,2,,,"NN",,426712,5322393,"Actual",,,,10,,,,426712,5322393,"NAD83","","",
"OLYM","3003","Proposed","2","Medium","Oversample",,3,,,"NN",,475233,5277824,"Actual",,,,10,,,,475233,5277824,"NAD83","","",
"OLYM","3004","Proposed","1","High","Oversample",,4,,,"NN",,464437,5313758,"Actual",,,,10,,,,464437,5313758,"NAD83","","",
"OLYM","3005","Proposed","3","Low","Oversample",,5,,,"NN",,437539,5261429,"Actual",,,,10,,,,437539,5261429,"NAD83","","",
"OLYM","3006","Proposed","2","Medium","Oversample",,6,,,"NN",,444752,5318523,"Actual",,,,10,,,,444752,5318523,"NAD83","","",
"OLYM","3007","Proposed","1","High","Oversample",,7,,,"NN",,449486,5317138,"Actual",,,,10,,,,449486,5317138,"NAD83","","",
"OLYM","3008","Proposed","1","High","Oversample",,8,,,"NN",,473440,5307850,"Actual",,,,10,,,,473440,5307850,"NAD83","","",
"OLYM","3009","Proposed","2","Medium","Oversample",,9,,,"NN",,430907,5309222,"Actual",,,,10,,,,430907,5309222,"NAD83","","",
"OLYM","3010","Proposed","1","High","Oversample",,10,,,"NN",,447896,5282529,"Actual",,,,10,,,,447896,5282529,"NAD83","","",
"OLYM","3011","Proposed","2","Medium","Oversample",,11,,,"NN",,459661,5312085,"Actual",,,,10,,,,459661,5312085,"NAD83","","",
"OLYM","3012","Proposed","3","Low","Oversample",,12,,,"NN",,486869,5287328,"Actual",,,,10,,,,486869,5287328,"NAD83","","",
"OLYM","3013","Proposed","1","High","Oversample",,13,,,"NN",,440613,5306994,"Actual",,,,10,,,,440613,5306994,"NAD83","","",
"OLYM","3014","Proposed","2","Medium","Oversample",,14,,,"NN",,472057,5266788,"Actual",,,,10,,,,472057,5266788,"NAD83","","",
"OLYM","3015","Proposed","1","High","Oversample",,15,,,"NN",,473230,5297351,"Actual",,,,10,,,,473230,5297351,"NAD83","","",
"OLYM","3016","Proposed","1","High","Oversample",,16,,,"NN",,480203,5310857,"Actual",,,,10,,,,480203,5310857,"NAD83","","",
"OLYM","3017","Proposed","3","Low","Oversample",,17,,,"NN",,372800,5335085,"Actual",,,,10,,,,372800,5335085,"NAD83","","",
"OLYM","3018","Proposed","2","Medium","Oversample",,18,,,"NN",,430412,5322826,"Actual",,,,10,,,,430412,5322826,"NAD83","","",
"OLYM","3019","Proposed","2","Medium","Oversample",,19,,,"NN",,477644,5279934,"Actual",,,,10,,,,477644,5279934,"NAD83","","",
"OLYM","3020","Proposed","1","High","Oversample",,20,,,"NN",,465699,5315300,"Actual",,,,10,,,,465699,5315300,"NAD83","","",
"OLYM","3021","Proposed","2","Medium","Oversample",,21,,,"NN",,447085,5272513,"Actual",,,,10,,,,447085,5272513,"NAD83","","",
"OLYM","3022","Proposed","3","Low","Oversample",,22,,,"NN",,449625,5265149,"Actual",,,,10,,,,449625,5265149,"NAD83","","",
"OLYM","3023","Proposed","3","Low","Oversample",,23,,,"NN",,454493,5315412,"Actual",,,,10,,,,454493,5315412,"NAD83","","",
"OLYM","3024","Proposed","2","Medium","Oversample",,24,,,"NN",,479230,5305180,"Actual",,,,10,,,,479230,5305180,"NAD83","","",
"OLYM","3025","Proposed","2","Medium","Oversample",,25,,,"NN",,434963,5309146,"Actual",,,,10,,,,434963,5309146,"NAD83","","",
"OLYM","3026","Proposed","1","High","Oversample",,26,,,"NN",,451977,5283279,"Actual",,,,10,,,,451977,5283279,"NAD83","","",
"OLYM","3027","Proposed","1","High","Oversample",,27,,,"NN",,462250,5313311,"Actual",,,,10,,,,462250,5313311,"NAD83","","",
"OLYM","3028","Proposed","2","Medium","Oversample",,28,,,"NN",,479989,5294939,"Actual",,,,10,,,,479989,5294939,"NAD83","","",
"OLYM","3029","Proposed","3","Low","Oversample",,29,,,"NN",,443776,5303812,"Actual",,,,10,,,,443776,5303812,"NAD83","","",
"OLYM","3030","Proposed","1","High","Oversample",,30,,,"NN",,475460,5267798,"Actual",,,,10,,,,475460,5267798,"NAD83","","",
"OLYM","3031","Proposed","1","High","Oversample",,31,,,"NN",,472678,5298704,"Actual",,,,10,,,,472678,5298704,"NAD83","","",
"OLYM","3032","Proposed","1","High","Oversample",,32,,,"NN",,482546,5310286,"Actual",,,,10,,,,482546,5310286,"NAD83","","",
"OLYM","3033","Proposed","3","Low","Oversample",,33,,,"NN",,389369,5293384,"Actual",,,,10,,,,389369,5293384,"NAD83","","",
"OLYM","3034","Proposed","3","Low","Oversample",,34,,,"NN",,434543,5324031,"Actual",,,,10,,,,434543,5324031,"NAD83","","",
"OLYM","3035","Proposed","1","High","Oversample",,35,,,"NN",,477861,5282507,"Actual",,,,10,,,,477861,5282507,"NAD83","","",
"OLYM","3036","Proposed","1","High","Oversample",,36,,,"NN",,468788,5309672,"Actual",,,,10,,,,468788,5309672,"NAD83","","",
"OLYM","3037","Proposed","2","Medium","Oversample",,37,,,"NN",,420968,5301200,"Actual",,,,10,,,,420968,5301200,"NAD83","","",
"OLYM","3038","Proposed","3","Low","Oversample",,38,,,"NN",,458935,5269107,"Actual",,,,10,,,,458935,5269107,"NAD83","","",
"OLYM","3039","Proposed","2","Medium","Oversample",,39,,,"NN",,460881,5304855,"Actual",,,,10,,,,460881,5304855,"NAD83","","",
"OLYM","3040","Proposed","2","Medium","Oversample",,40,,,"NN",,476755,5314209,"Actual",,,,10,,,,476755,5314209,"NAD83","","",
"OLYM","3041","Proposed","3","Low","Oversample",,41,,,"NN",,435353,5312594,"Actual",,,,10,,,,435353,5312594,"NAD83","","",
"OLYM","3042","Proposed","1","High","Oversample",,42,,,"NN",,455729,5284865,"Actual",,,,10,,,,455729,5284865,"NAD83","","",
"OLYM","3043","Proposed","3","Low","Oversample",,43,,,"NN",,463651,5288035,"Actual",,,,10,,,,463651,5288035,"NAD83","","",
"OLYM","3044","Proposed","1","High","Oversample",,44,,,"NN",,483966,5300136,"Actual",,,,10,,,,483966,5300136,"NAD83","","",
"OLYM","3045","Proposed","1","High","Oversample",,45,,,"NN",,446866,5305918,"Actual",,,,10,,,,446866,5305918,"NAD83","","",
"OLYM","3046","Proposed","2","Medium","Oversample",,46,,,"NN",,471521,5278131,"Actual",,,,10,,,,471521,5278131,"NAD83","","",
"OLYM","3047","Proposed","1","High","Oversample",,47,,,"NN",,479592,5297264,"Actual",,,,10,,,,479592,5297264,"NAD83","","",
"OLYM","3048","Proposed","3","Low","Oversample",,48,,,"NN",,462664,5321157,"Actual",,,,10,,,,462664,5321157,"NAD83","","",
"OLYM","3049","Proposed","3","Low","Oversample",,49,,,"NN",,412946,5308691,"Actual",,,,10,,,,412946,5308691,"NAD83","","",
"OLYM","3050","Proposed","2","Medium","Oversample",,50,,,"NN",,440031,5319201,"Actual",,,,10,,,,440031,5319201,"NAD83","","",
"OLYM","3051","Proposed","2","Medium","Oversample",,51,,,"NN",,459341,5285966,"Actual",,,,10,,,,459341,5285966,"NAD83","","",
"OLYM","3052","Proposed","1","High","Oversample",,52,,,"NN",,474028,5304141,"Actual",,,,10,,,,474028,5304141,"NAD83","","",
"OLYM","3053","Proposed","3","Low","Oversample",,53,,,"NN",,415974,5303823,"Actual",,,,10,,,,415974,5303823,"NAD83","","",
"OLYM","3054","Proposed","3","Low","Oversample",,54,,,"NN",,448398,5269667,"Actual",,,,10,,,,448398,5269667,"NAD83","","",
"OLYM","3055","Proposed","3","Low","Oversample",,55,,,"NN",,459031,5311080,"Actual",,,,10,,,,459031,5311080,"NAD83","","",
"OLYM","3056","Proposed","2","Medium","Oversample",,56,,,"NN",,479891,5285590,"Actual",,,,10,,,,479891,5285590,"NAD83","","",
"OLYM","3057","Proposed","3","Low","Oversample",,57,,,"NN",,436049,5316746,"Actual",,,,10,,,,436049,5316746,"NAD83","","",
"OLYM","3058","Proposed","2","Medium","Oversample",,58,,,"NN",,467927,5267537,"Actual",,,,10,,,,467927,5267537,"NAD83","","",
"OLYM","3059","Proposed","2","Medium","Oversample",,59,,,"NN",,469575,5295503,"Actual",,,,10,,,,469575,5295503,"NAD83","","",
"OLYM","3060","Proposed","2","Medium","Oversample",,60,,,"NN",,481840,5304693,"Actual",,,,10,,,,481840,5304693,"NAD83","","",
"OLYM","3061","Proposed","2","Medium","Oversample",,61,,,"NN",,444260,5314319,"Actual",,,,10,,,,444260,5314319,"NAD83","","",
"OLYM","3062","Proposed","1","High","Oversample",,62,,,"NN",,476873,5274330,"Actual",,,,10,,,,476873,5274330,"NAD83","","",
"OLYM","3063","Proposed","1","High","Oversample",,63,,,"NN",,469778,5307839,"Actual",,,,10,,,,469778,5307839,"NAD83","","",
"OLYM","3064","Proposed","2","Medium","Oversample",,64,,,"NN",,469873,5319332,"Actual",,,,10,,,,469873,5319332,"NAD83","","",
"OLYM","3065","Proposed","3","Low","Oversample",,65,,,"NN",,376525,5334622,"Actual",,,,10,,,,376525,5334622,"NAD83","","",
"OLYM","3066","Proposed","3","Low","Oversample",,66,,,"NN",,432275,5317755,"Actual",,,,10,,,,432275,5317755,"NAD83","","",
"OLYM","3067","Proposed","1","High","Oversample",,67,,,"NN",,477718,5280664,"Actual",,,,10,,,,477718,5280664,"NAD83","","",
"OLYM","3068","Proposed","1","High","Oversample",,68,,,"NN",,465844,5315601,"Actual",,,,10,,,,465844,5315601,"NAD83","","",
"OLYM","3069","Proposed","2","Medium","Oversample",,69,,,"NN",,446381,5275863,"Actual",,,,10,,,,446381,5275863,"NAD83","","",
"OLYM","3070","Proposed","3","Low","Oversample",,70,,,"NN",,449849,5267522,"Actual",,,,10,,,,449849,5267522,"NAD83","","",
"OLYM","3071","Proposed","3","Low","Oversample",,71,,,"NN",,454937,5316945,"Actual",,,,10,,,,454937,5316945,"NAD83","","",
"OLYM","3072","Proposed","2","Medium","Oversample",,72,,,"NN",,472047,5316868,"Actual",,,,10,,,,472047,5316868,"NAD83","","",
"OLYM","3073","Proposed","2","Medium","Oversample",,73,,,"NN",,436236,5309029,"Actual",,,,10,,,,436236,5309029,"NAD83","","",
"OLYM","3074","Proposed","1","High","Oversample",,74,,,"NN",,452312,5284727,"Actual",,,,10,,,,452312,5284727,"NAD83","","",
"OLYM","3075","Proposed","1","High","Oversample",,75,,,"NN",,460011,5315423,"Actual",,,,10,,,,460011,5315423,"NAD83","","",
"OLYM","3076","Proposed","1","High","Oversample",,76,,,"NN",,479890,5295724,"Actual",,,,10,,,,479890,5295724,"NAD83","","",
"OLYM","3077","Proposed","1","High","Oversample",,77,,,"NN",,444716,5306353,"Actual",,,,10,,,,444716,5306353,"NAD83","","",
"OLYM","3078","Proposed","2","Medium","Oversample",,78,,,"NN",,477295,5264334,"Actual",,,,10,,,,477295,5264334,"NAD83","","",
"OLYM","3079","Proposed","1","High","Oversample",,79,,,"NN",,473413,5301164,"Actual",,,,10,,,,473413,5301164,"NAD83","","",
"OLYM","3080","Proposed","3","Low","Oversample",,80,,,"NN",,455490,5320445,"Actual",,,,10,,,,455490,5320445,"NAD83","","",
"OLYM","3081","Proposed","3","Low","Oversample",,81,,,"NN",,389078,5294890,"Actual",,,,10,,,,389078,5294890,"NAD83","","",
"OLYM","3082","Proposed","2","Medium","Oversample",,82,,,"NN",,437965,5319355,"Actual",,,,10,,,,437965,5319355,"NAD83","","",
"OLYM","3083","Proposed","2","Medium","Oversample",,83,,,"NN",,455097,5286391,"Actual",,,,10,,,,455097,5286391,"NAD83","","",
"OLYM","3084","Proposed","2","Medium","Oversample",,84,,,"NN",,469789,5315488,"Actual",,,,10,,,,469789,5315488,"NAD83","","",
"OLYM","3085","Proposed","2","Medium","Oversample",,85,,,"NN",,422528,5300722,"Actual",,,,10,,,,422528,5300722,"NAD83","","",
"OLYM","3086","Proposed","2","Medium","Oversample",,86,,,"NN",,460706,5264774,"Actual",,,,10,,,,460706,5264774,"NAD83","","",
"OLYM","3087","Proposed","3","Low","Oversample",,87,,,"NN",,461098,5308957,"Actual",,,,10,,,,461098,5308957,"NAD83","","",
"OLYM","3088","Proposed","2","Medium","Oversample",,88,,,"NN",,485335,5275260,"Actual",,,,10,,,,485335,5275260,"NAD83","","",
"OLYM","3089","Proposed","3","Low","Oversample",,89,,,"NN",,435310,5313596,"Actual",,,,10,,,,435310,5313596,"NAD83","","",
"OLYM","3090","Proposed","2","Medium","Oversample",,90,,,"NN",,456916,5284530,"Actual",,,,10,,,,456916,5284530,"NAD83","","",
"OLYM","3091","Proposed","3","Low","Oversample",,91,,,"NN",,466178,5292581,"Actual",,,,10,,,,466178,5292581,"NAD83","","",
"OLYM","3092","Proposed","2","Medium","Oversample",,92,,,"NN",,489378,5286762,"Actual",,,,10,,,,489378,5286762,"NAD83","","",
"OLYM","3093","Proposed","2","Medium","Oversample",,93,,,"NN",,441880,5309632,"Actual",,,,10,,,,441880,5309632,"NAD83","","",
"OLYM","3094","Proposed","3","Low","Oversample",,94,,,"NN",,473259,5272022,"Actual",,,,10,,,,473259,5272022,"NAD83","","",
"OLYM","3095","Proposed","2","Medium","Oversample",,95,,,"NN",,478398,5299882,"Actual",,,,10,,,,478398,5299882,"NAD83","","",
"OLYM","3096","Proposed","1","High","Oversample",,96,,,"NN",,466210,5318765,"Actual",,,,10,,,,466210,5318765,"NAD83","","",
"OLYM","3097","Proposed","3","Low","Oversample",,97,,,"NN",,416911,5271151,"Actual",,,,10,,,,416911,5271151,"NAD83","","",
"OLYM","3098","Proposed","1","High","Oversample",,98,,,"NN",,443347,5318395,"Actual",,,,10,,,,443347,5318395,"NAD83","","",
"OLYM","3099","Proposed","2","Medium","Oversample",,99,,,"NN",,459868,5286823,"Actual",,,,10,,,,459868,5286823,"NAD83","","",
"OLYM","3100","Proposed","1","High","Oversample",,100,,,"NN",,474373,5304659,"Actual",,,,10,,,,474373,5304659,"NAD83","","",
"OLYM","3101","Proposed","3","Low","Oversample",,101,,,"NN",,419027,5302628,"Actual",,,,10,,,,419027,5302628,"NAD83","","",
"OLYM","3102","Proposed","2","Medium","Oversample",,102,,,"NN",,448091,5276112,"Actual",,,,10,,,,448091,5276112,"NAD83","","",
"OLYM","3103","Proposed","2","Medium","Oversample",,103,,,"NN",,459422,5312077,"Actual",,,,10,,,,459422,5312077,"NAD83","","",
"OLYM","3104","Proposed","2","Medium","Oversample",,104,,,"NN",,482436,5289487,"Actual",,,,10,,,,482436,5289487,"NAD83","","",
"OLYM","3105","Proposed","2","Medium","Oversample",,105,,,"NN",,441003,5304495,"Actual",,,,10,,,,441003,5304495,"NAD83","","",
"OLYM","3106","Proposed","2","Medium","Oversample",,106,,,"NN",,471053,5268264,"Actual",,,,10,,,,471053,5268264,"NAD83","","",
"OLYM","3107","Proposed","1","High","Oversample",,107,,,"NN",,470891,5293832,"Actual",,,,10,,,,470891,5293832,"NAD83","","",
"OLYM","3108","Proposed","2","Medium","Oversample",,108,,,"NN",,481176,5308390,"Actual",,,,10,,,,481176,5308390,"NAD83","","",
"OLYM","3109","Proposed","1","High","Oversample",,109,,,"NN",,445199,5314980,"Actual",,,,10,,,,445199,5314980,"NAD83","","",
"OLYM","3110","Proposed","2","Medium","Oversample",,110,,,"NN",,476191,5275654,"Actual",,,,10,,,,476191,5275654,"NAD83","","",
"OLYM","3111","Proposed","1","High","Oversample",,111,,,"NN",,463871,5313502,"Actual",,,,10,,,,463871,5313502,"NAD83","","",
"OLYM","3112","Proposed","3","Low","Oversample",,112,,,"NN",,468632,5321976,"Actual",,,,10,,,,468632,5321976,"NAD83","","",
"OLYM","3113","Proposed","3","Low","Oversample",,113,,,"NN",,379643,5308615,"Actual",,,,10,,,,379643,5308615,"NAD83","","",
"OLYM","3114","Proposed","3","Low","Oversample",,114,,,"NN",,426997,5324543,"Actual",,,,10,,,,426997,5324543,"NAD83","","",
"OLYM","3115","Proposed","2","Medium","Oversample",,115,,,"NN",,474195,5281766,"Actual",,,,10,,,,474195,5281766,"NAD83","","",
"OLYM","3116","Proposed","1","High","Oversample",,116,,,"NN",,464921,5315009,"Actual",,,,10,,,,464921,5315009,"NAD83","","",
"OLYM","3117","Proposed","3","Low","Oversample",,117,,,"NN",,441134,5263693,"Actual",,,,10,,,,441134,5263693,"NAD83","","",
"OLYM","3118","Proposed","3","Low","Oversample",,118,,,"NN",,440514,5326591,"Actual",,,,10,,,,440514,5326591,"NAD83","","",
"OLYM","3119","Proposed","1","High","Oversample",,119,,,"NN",,451085,5317221,"Actual",,,,10,,,,451085,5317221,"NAD83","","",
"OLYM","3120","Proposed","1","High","Oversample",,120,,,"NN",,474526,5307950,"Actual",,,,10,,,,474526,5307950,"NAD83","","",
"OLYM","3121","Active","3","Low","Annual","1",121,,,,,433449,5302078,"Actual",433448.671,5302077.69,"NAD83",10,205.00,4.00,170.00,433466,5302086,"NAD83","","",
"OLYM","3122","Active","2","Medium","Annual","1",122,,,,,450183,5282206,"Actual",450183,5282206,"NAD83",10,1313.00,22.00,194.00,450185,5282240,"NAD83","","",
"OLYM","3123","Active","2","Medium","Annual","1",123,,,,,460846,5313007,"Actual",460846,5313007,"NAD83",10,1341.00,14.00,227.00,460846,5313005,"NAD83","","",
"OLYM","3124","Active","1","High","Annual","1",124,,,,,484931,5290198,"Actual",484931,5290198,"NAD83",10,1432.00,26.00,141.00,484929,5290308,"NAD83","","",
"OLYM","3125","Active","1","High","Annual","1",125,,,,,441612,5305664,"Actual",441612,5305664,"NAD83",10,1536.00,52.00,81.00,441610,5305658,"NAD83","","",
"OLYM","3126","Active","3","Low","Annual","1",126,,,,,471960,5269198,"Actual",471960.05,5269198.21,"NAD83",10,458.00,8.00,160.00,471974,5269200,"NAD83","","",
"OLYM","3127","Active","1","High","Annual","1",127,,,,,474252,5294258,"Actual",474252,5294258,"NAD83",10,1464.00,34.00,138.00,474270,5294264,"NAD83","","",
"OLYM","3128","Active","1","High","Annual","1",128,,,,,481026,5309856,"Actual",481026,5309856,"NAD83",10,1440.00,28.00,237.00,481023,5309839,"NAD83","","",
"OLYM","3129","Rejected","3","Low",,,129,,,"NT","Discarded - Road no longer maintained",397285,5274140,"Actual",,,,10,,,,397285,5274140,"NAD83","","",
"OLYM","3130","Active","2","Medium","Annual","1",130,,,,,433735,5320203,"Actual",433735,5320203,"NAD83",10,1176.00,17.00,53.00,433731,5320200,"NAD83","","",
"OLYM","3131","Retired","2","Medium","Annual",,131,,,,,476571,5283476,"Actual",476571,5283476,"NAD83",10,1121.00,9.00,272.00,476570,5283438,"NAD83","","5/1/2007","Removed from the annual panel after the 2006 field season because this site could not reliably be reached on an annual basis."
"OLYM","3132","Active","1","High","Alternating","2",132,,,,,467230,5315862,"Actual",467229.59,5315861.8,"NAD83",10,1822.00,15.00,187.00,467226,5315857,"NAD83","","",
"OLYM","3133","Active","2","Medium","Alternating","2",133,,,,,447239,5277963,"Actual",447239.32,5277962.88,"NAD83",10,1274.00,28.00,64.00,447234,5277957,"NAD83","","",
"OLYM","3134","Active","3","Low","Annual","1",134,,,,,454144,5267398,"Actual",454143.721,5267397.52,"NAD83",10,145.00,3.00,322.00,454131,5267364,"NAD83","","",
"OLYM","3135","Active","2","Medium","Alternating","2",135,,,,,459417,5308797,"Actual",459417.05,5308796.69,"NAD83",10,844.00,24.00,17.00,459414,5308740,"NAD83","","",
"OLYM","3136","Active","1","High","Alternating","2",136,,,,,477710,5309654,"Actual",477710.14,5309653.74,"NAD83",10,1696.00,10.00,32.00,477710,5309643,"NAD83","","",
"OLYM","3137","Active","2","Medium","Alternating","2",137,,,,,437894,5308413,"Actual",437894,5308413,"NAD83",10,1250.00,32.00,290.00,437894,5308406,"NAD83","","",
